	data_collection_round	Marital status - Head of Household	single_headed_household	Number household member boy under5 years old	Number household member _girl_under5 years old	Number household member boy_5_17 years old	household_girl_5_17	number adult household members years old	Total household number	diarrhea_under_5	house_type	Households use bottled water as drinking water source	Household treating water	Improvedsanitationfacility	Mentionedafterdefecating	Mentionedbeforeeating	Mentionedbeforeeatingafterdefecating	Mentionedbeforefeedingchild	handwashingfull	Household praticing open defecation	Frequency respondant report handwhashing a day	Improved water source
142	Baseline	Married	No	0	2	1	1	2	6	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
143	Baseline	Married	No	0	1	1	1	2	5	No	Makeshift shelter	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
144	Baseline	Married	No	0	1	2	1	2	6	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
145	Baseline	Married	No	0	1	1	3	4	9	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	Open defecation	5 - 6 times	Improved water source
146	Baseline	Married	No	0	1	0	0	2	3	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
147	Baseline	Married	No	1	0	0	0	2	3	Yes	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
148	Baseline	Married	No	1	1	0	2	2	6	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Improved water source
149	Baseline	Married	No	1	0	4	0	2	7	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
150	Baseline	Married	No	0	0	0	1	3	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
151	Baseline	Married	No	0	2	1	0	2	5	Yes	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water without Soap	Open defecation	7 times and more	Improved water source
152	Baseline	Married	No	0	0	0	3	2	5	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
153	Baseline	Married	No	0	1	0	0	3	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	7 times and more	Unimproved water source
154	Baseline	Married	No	0	0	0	0	3	3	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	Open defecation	7 times and more	Improved water source
155	Baseline	Married	No	0	0	2	0	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
156	Baseline	Married	No	1	0	0	0	2	3	No	Makeshift shelter	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	Open defecation	3 - 4 times	Improved water source
157	Baseline	Married	No	2	0	1	1	4	8	No	Timber frame	Other source	No	Improved toilet facility	No	No	No	No	Handwashing facility without Water and Soap	No open defecation	0 - 2 times	Improved water source
158	Baseline	Married	No	0	1	1	2	2	6	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
159	Baseline	Married	No	0	0	1	1	3	5	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Improved water source
160	Baseline	Widowed	Yes	0	0	2	0	2	4	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	7 times and more	Improved water source
161	Baseline	Married	No	0	0	1	0	1	2	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	5 - 6 times	Improved water source
162	Baseline	Widowed	Yes	0	0	0	0	1	1	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	No Handwashing facility	No open defecation	7 times and more	Improved water source
163	Baseline	Married	No	3	1	2	3	3	12	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
164	Baseline	Married	No	1	0	1	0	2	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	0 - 2 times	Improved water source
165	Baseline	Married	No	1	1	0	1	4	7	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
166	Baseline	Married	No	0	0	0	0	7	7	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
167	Baseline	Married	No	3	0	0	0	3	6	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
168	Baseline	Married	No	2	1	0	1	5	9	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
169	Baseline	Married	No	0	1	0	0	4	5	Yes	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	7 times and more	Improved water source
170	Baseline	Married	No	0	0	0	0	4	4	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
171	Baseline	Married	No	0	0	0	1	3	4	No	Makeshift shelter	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
172	Baseline	Married	No	2	0	1	1	2	6	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
173	Baseline	Married	No	1	1	0	0	2	4	No	Timber frame	Other source	Yes	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Unimproved water source
174	Baseline	Married	No	0	0	1	1	2	4	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Improved water source
175	Baseline	Married	No	0	1	2	0	3	6	No	Makeshift shelter	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
176	Baseline	Married	No	0	0	2	1	2	5	No	Hut	Other source	Yes	Improved toilet facility	No	Yes	No	No	No Handwashing facility	No open defecation	3 - 4 times	Improved water source
177	Baseline	Widowed	Yes	1	1	2	0	3	7	No	Timber and concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Improved water source
178	Baseline	Married	No	0	0	1	1	2	4	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
179	Baseline	Married	No	0	0	0	0	3	3	No	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
180	Baseline	Married	No	0	0	0	2	1	3	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	3 - 4 times	Improved water source
181	Baseline	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Improved water source
182	Baseline	Married	No	1	1	1	0	2	5	No	Makeshift shelter	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
183	Baseline	Married	No	0	0	1	2	2	5	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
184	Baseline	Married	No	0	0	0	2	4	6	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	0 - 2 times	Improved water source
185	Baseline	Married	No	1	2	2	4	4	13	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
186	Baseline	Married	No	0	1	3	1	4	9	No	Timber frame	Other source	No	Unimproved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
187	Baseline	Married	No	0	1	0	0	2	3	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	7 times and more	Improved water source
188	Baseline	Married	No	0	0	3	2	6	11	No	Concrete	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	0 - 2 times	Improved water source
189	Baseline	Married	No	0	0	1	1	2	4	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
190	Baseline	Married	No	0	1	2	1	2	6	Yes	Timber and concrete	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
191	Baseline	Married	No	1	0	0	0	1	2	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	7 times and more	Improved water source
192	Baseline	Married	No	0	0	1	0	4	5	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
193	Baseline	Married	No	0	0	0	0	1	1	No	Timber frame	Other source	Yes	Unimproved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	Open defecation	3 - 4 times	Improved water source
194	Baseline	Married	No	0	0	0	0	2	2	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	7 times and more	Improved water source
195	Baseline	Married	No	0	1	0	1	4	6	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
196	Baseline	Married	No	2	1	0	0	2	5	Yes	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility without Water and Soap	No open defecation	7 times and more	Improved water source
197	Baseline	Married	No	1	0	1	1	6	9	Yes	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water without Soap	No open defecation	5 - 6 times	Improved water source
198	Baseline	Married	No	0	0	2	0	3	5	No	Makeshift shelter	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
199	Baseline	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
200	Baseline	Married	No	2	0	0	0	2	4	No	Makeshift shelter	Other source	Yes	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	5 - 6 times	Improved water source
201	Baseline	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
202	Baseline	Married	No	0	0	3	1	2	6	No	Timber frame	Other source	No	Improved toilet facility	Yes	No	No	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Improved water source
203	Baseline	Married	No	0	0	0	1	5	6	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
204	Baseline	Married	No	0	1	1	2	3	7	No	Timber and concrete	Other source	No	Unimproved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
205	Baseline	Married	No	1	0	0	0	2	3	No	Hut	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	No Handwashing facility	No open defecation	7 times and more	Improved water source
206	Baseline	Married	No	0	1	1	1	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
207	Baseline	Married	No	0	0	1	1	3	5	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water without Soap	No open defecation	3 - 4 times	Improved water source
208	Baseline	Married	No	2	0	0	2	2	6	No	Hut	Other source	Yes	Unimproved toilet facility	Yes	No	No	Yes	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
209	Baseline	Married	No	0	1	1	1	2	5	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
210	Baseline	Married	No	0	0	1	1	3	5	No	Hut	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
211	Baseline	Married	No	1	1	0	2	2	6	Yes	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
212	Baseline	Married	No	1	1	0	0	3	5	No	Timber frame	Bottled water	No	Improved toilet facility	No	No	No	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
213	Baseline	Married	No	2	1	0	0	2	5	Yes	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	Yes	Handwashing facility with Water & Soap	Open defecation	5 - 6 times	Improved water source
214	Baseline	Married	No	0	0	2	0	2	4	No	Timber and concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	3 - 4 times	Improved water source
215	Baseline	Married	No	1	0	2	1	2	6	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	Open defecation	3 - 4 times	Improved water source
216	Baseline	Married	No	1	1	1	1	2	6	No	Timber and concrete	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	Yes	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
217	Baseline	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
218	Baseline	Married	No	0	0	0	0	2	2	No	Timber frame	Other source	Yes	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	5 - 6 times	Improved water source
219	Baseline	Married	No	0	0	1	1	8	10	No	Concrete	Other source	No	Improved toilet facility	Yes	Yes	Yes	No	Handwashing facility with Water & Soap	No open defecation	7 times and more	Improved water source
220	Baseline	Married	No	0	0	0	1	4	5	No	Hut	Other source	No	Improved toilet facility	No	Yes	No	No	Handwashing facility without Water and Soap	No open defecation	7 times and more	Improved water source
